City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,City Desc
336,Lock Haven,41.137,-77.4469,78.26,59,92,5.99,US,2022-09-10 20:03:03,overcast clouds
337,Mariental,-24.6333,17.9667,76.24,8,0,2.68,NA,2022-09-10 20:03:04,clear sky
338,High Level,58.5169,-117.136,71.62,16,51,11.81,CA,2022-09-10 20:00:42,broken clouds
339,Hamilton,39.1834,-84.5333,82.42,68,0,8.05,US,2022-09-10 20:03:04,clear sky
340,Prata,-19.3072,-48.9242,94.86,15,13,7.4,BR,2022-09-10 20:03:04,few clouds
341,Egvekinot,66.3167,-179.1667,37.9,74,13,2.89,RU,2022-09-10 20:03:05,few clouds
342,Mangai,-4.05,19.5333,74.98,81,84,1.48,CD,2022-09-10 20:03:05,broken clouds
343,Azad Shahr,34.7909,48.5707,64.17,19,0,2.06,IR,2022-09-10 20:00:05,clear sky
344,Iracoubo,5.4802,-53.2011,82.72,71,99,9.86,GF,2022-09-10 20:03:05,overcast clouds
345,Atasu,48.6814,71.6433,60.57,51,100,3.6,KZ,2022-09-10 20:03:06,overcast clouds
346,Qasigiannguit,68.8193,-51.1922,50.25,71,100,5.5,GL,2022-09-10 20:03:06,overcast clouds
347,Klaksvik,62.2266,-6.589,50.92,89,71,16.51,FO,2022-09-10 20:03:06,broken clouds
348,Santa Isabel Do Rio Negro,-0.4139,-65.0192,91.2,48,46,4.21,BR,2022-09-10 20:03:07,scattered clouds
349,Dikson,73.5069,80.5464,36.36,79,99,5.32,RU,2022-09-10 20:03:07,overcast clouds
350,Bandarbeyla,9.4942,50.8122,78.87,78,82,21.59,SO,2022-09-10 20:03:07,broken clouds
351,Tolyatti,53.5303,49.3461,49.59,77,94,8.59,RU,2022-09-10 20:03:08,overcast clouds
352,Nuuk,64.1835,-51.7216,50.61,71,100,13.8,GL,2022-09-10 20:03:08,overcast clouds
353,Zhuanghe,39.7008,122.9911,63.61,63,6,6.11,CN,2022-09-10 20:03:09,clear sky
354,Rio Verde De Mato Grosso,-18.9181,-54.8442,95.76,23,45,9.51,BR,2022-09-10 20:03:09,scattered clouds
355,Bambanglipuro,-7.95,110.2833,75.6,92,100,7.87,ID,2022-09-10 20:03:10,overcast clouds
356,Buin,-33.7333,-70.75,72.43,38,0,6.93,CL,2022-09-10 20:03:10,clear sky
357,Mumford,5.2618,-0.759,75.11,89,13,11.88,GH,2022-09-10 20:03:10,few clouds
358,Thunder Bay,48.4001,-89.3168,68.45,39,98,3.47,CA,2022-09-10 20:00:25,overcast clouds
359,Buraydah,26.326,43.975,89.04,15,5,3.96,SA,2022-09-10 20:03:11,clear sky
360,Letlhakane,-21.4167,25.5833,72.55,17,0,8.32,BW,2022-09-10 20:03:11,clear sky
361,Manaus,-3.1019,-60.025,93.7,49,40,4.61,BR,2022-09-10 20:03:11,scattered clouds
362,Adrar,20.5022,-10.0711,102.33,13,63,8.95,MR,2022-09-10 20:03:12,broken clouds
363,Lompoc,34.6391,-120.4579,88.59,57,20,10.36,US,2022-09-10 20:03:12,few clouds
364,Sitka,57.0531,-135.33,57.09,72,75,3.44,US,2022-09-10 20:03:12,broken clouds
365,Praia,14.9215,-23.5087,80.85,77,6,3.49,CV,2022-09-10 20:03:13,clear sky
366,Ruwi,23.5996,58.5507,85.69,53,44,2.55,OM,2022-09-10 20:03:13,scattered clouds
367,Talikota,16.4833,76.3167,73.65,89,100,12.48,IN,2022-09-10 20:03:13,overcast clouds
368,Burnie,-41.0667,145.9167,47.95,79,100,13.2,AU,2022-09-10 20:03:14,light rain
369,Masindi,1.6744,31.715,64.51,85,10,1.66,UG,2022-09-10 20:03:14,clear sky
370,Laguna,38.421,-121.4238,94.08,36,0,12.66,US,2022-09-10 20:03:14,clear sky
371,Hasaki,35.7333,140.8333,72.0,85,100,23.8,JP,2022-09-10 20:03:15,overcast clouds
372,Salamiyah,35.0113,37.0532,78.33,36,0,8.19,SY,2022-09-10 20:03:15,clear sky
373,Salas,43.4118,-6.2602,66.51,81,0,2.68,ES,2022-09-10 20:03:15,clear sky
374,Milkovo,54.7167,158.6167,50.41,67,100,7.74,RU,2022-09-10 20:03:16,overcast clouds
375,Namtsy,62.7161,129.6658,35.19,93,35,7.56,RU,2022-09-10 20:03:17,scattered clouds
376,Cayenne,4.9333,-52.3333,86.04,66,0,12.66,GF,2022-09-10 20:00:53,clear sky
377,Dakar,14.6937,-17.4441,82.4,74,40,8.7,SN,2022-09-10 20:03:08,scattered clouds
378,Ust-Nera,64.5667,143.2,35.73,90,99,8.46,RU,2022-09-10 20:03:18,overcast clouds
379,Den Helder,52.9599,4.7593,64.38,88,2,5.99,NL,2022-09-10 20:03:18,clear sky
380,Sokol,59.4617,40.1206,47.17,59,92,1.59,RU,2022-09-10 20:03:18,overcast clouds
381,Lufilufi,-13.8745,-171.5986,80.22,78,12,17.29,WS,2022-09-10 20:03:18,few clouds
382,Ajaccio,42.0,8.9167,71.65,64,0,4.61,FR,2022-09-10 20:03:19,clear sky
383,Valparaiso,-33.0393,-71.6273,61.0,100,0,7.4,CL,2022-09-10 20:01:29,clear sky
384,Port Lincoln,-34.7333,135.8667,50.29,75,68,4.34,AU,2022-09-10 20:00:05,broken clouds
385,Sao Filipe,14.8961,-24.4956,79.66,83,53,2.39,CV,2022-09-10 20:03:20,broken clouds
386,Venosa,40.9613,15.8149,68.79,75,6,5.7,IT,2022-09-10 20:03:20,clear sky
387,Silver City,32.7701,-108.2803,83.68,36,17,7.0,US,2022-09-10 20:03:20,few clouds
388,Escanaba,45.7453,-87.0646,61.25,89,100,8.05,US,2022-09-10 20:03:21,overcast clouds
389,Lasa,46.6166,10.7002,54.36,90,60,4.45,IT,2022-09-10 20:03:21,broken clouds
390,Natchitoches,31.7668,-93.1335,85.98,54,40,0.0,US,2022-09-10 20:03:21,scattered clouds
391,Auki,-8.7676,160.7034,77.02,85,14,3.18,SB,2022-09-10 20:03:22,few clouds
392,Werda,-25.2667,23.2833,71.44,13,0,2.39,BW,2022-09-10 20:03:22,clear sky
393,Cilaos,-21.1336,55.4719,56.39,80,76,0.25,RE,2022-09-10 20:03:22,light rain
394,Marsa Matruh,31.3525,27.2453,77.83,64,0,8.52,EG,2022-09-10 20:03:23,clear sky
395,Hami,42.8,93.45,76.82,19,0,6.35,CN,2022-09-10 20:03:23,clear sky
396,Sturgeon Falls,46.3646,-79.9326,84.88,45,0,10.54,CA,2022-09-10 20:03:23,clear sky
397,Bayan,46.0833,127.4,62.2,93,100,3.33,CN,2022-09-10 20:03:24,overcast clouds
398,Pacifica,37.6138,-122.4869,83.64,81,75,16.11,US,2022-09-10 20:03:24,mist
399,Roebourne,-20.7833,117.1333,71.28,41,0,7.87,AU,2022-09-10 20:03:24,clear sky
400,Timmins,48.4669,-81.3331,60.62,82,100,10.36,CA,2022-09-10 20:00:43,overcast clouds
401,Taltal,-25.4,-70.4833,58.32,70,74,8.01,CL,2022-09-10 20:02:10,broken clouds
402,Vaitape,-16.5167,-151.75,79.12,72,5,19.42,PF,2022-09-10 20:03:25,clear sky
403,George,-33.963,22.4617,55.78,77,3,6.04,ZA,2022-09-10 20:03:25,clear sky
404,Ayagoz,47.9714,80.4392,55.51,26,49,3.53,KZ,2022-09-10 20:03:26,scattered clouds
405,Eyrarbakki,63.863,-21.1481,52.21,87,100,12.03,IS,2022-09-10 20:03:26,moderate rain
406,Waingapu,-9.6567,120.2641,76.01,78,7,5.46,ID,2022-09-10 20:03:26,clear sky
407,Port-Gentil,-0.7193,8.7815,76.96,83,40,12.66,GA,2022-09-10 20:03:27,scattered clouds
408,Vytegra,61.0064,36.4481,47.57,76,100,4.61,RU,2022-09-10 20:03:27,overcast clouds
409,Synya,65.3718,58.0387,40.03,97,100,3.02,RU,2022-09-10 20:03:28,overcast clouds
410,Tyazhinskiy,56.116,88.524,42.69,73,48,1.81,RU,2022-09-10 20:03:28,scattered clouds
411,Kot Samaba,28.5522,70.4684,93.22,37,0,2.98,PK,2022-09-10 20:03:28,clear sky
412,Atikokan,48.7555,-91.6216,69.1,26,89,8.57,CA,2022-09-10 20:03:29,overcast clouds
413,Vrangel,42.7297,133.0839,59.79,72,100,2.75,RU,2022-09-10 20:03:29,overcast clouds
414,Mocuba,-16.8392,36.9856,71.17,74,0,5.46,MZ,2022-09-10 20:03:29,clear sky
415,Te Anau,-45.4167,167.7167,34.63,86,28,0.74,NZ,2022-09-10 20:03:30,scattered clouds
416,Manggar,-2.8833,108.2667,79.16,80,92,2.1,ID,2022-09-10 20:03:30,overcast clouds
417,Batagay-Alyta,67.8006,130.4114,34.68,59,77,6.38,RU,2022-09-10 20:03:30,broken clouds
418,Gorontalo,0.5412,123.0595,74.14,91,100,3.36,ID,2022-09-10 20:03:32,overcast clouds
419,Maragogi,-9.0122,-35.2225,74.3,84,39,11.27,BR,2022-09-10 20:03:32,scattered clouds
420,Colares,38.7992,-9.4469,74.75,69,20,9.22,PT,2022-09-10 20:03:32,few clouds
421,Chicama,-7.8447,-79.1469,61.34,59,14,10.71,PE,2022-09-10 20:03:33,few clouds
422,Roald,62.5833,6.1333,55.99,87,75,10.36,NO,2022-09-10 20:03:33,broken clouds
423,Boyolangu,-8.1181,111.8935,74.14,95,98,3.22,ID,2022-09-10 20:03:33,overcast clouds
424,Altay,47.8667,88.1167,58.01,58,6,4.65,CN,2022-09-10 20:03:33,clear sky
425,Sosnovo-Ozerskoye,52.5249,111.5418,42.78,81,100,3.87,RU,2022-09-10 20:03:34,overcast clouds
426,Ilhabela,-23.7781,-45.3581,69.06,92,96,7.34,BR,2022-09-10 20:03:34,overcast clouds
427,Qaqortoq,60.7167,-46.0333,49.3,65,12,1.57,GL,2022-09-10 20:03:34,few clouds
428,Albert Town,18.2943,-77.5424,80.17,76,41,6.62,JM,2022-09-10 20:03:35,scattered clouds
429,Baleshwar,21.4942,86.9317,78.22,94,100,5.86,IN,2022-09-10 20:03:35,light rain
430,Acapulco,16.8634,-99.8901,83.53,79,100,10.63,MX,2022-09-10 19:58:46,overcast clouds
431,Takestan,36.0696,49.6959,60.96,78,17,11.81,IR,2022-09-10 20:03:36,few clouds
432,Bardiyah,31.7561,25.0865,77.94,78,0,12.55,LY,2022-09-10 20:03:36,clear sky
433,Wuchi,29.3786,103.023,55.33,93,74,0.96,CN,2022-09-10 20:03:36,broken clouds
434,Flinders,-34.5833,150.8552,50.25,84,6,7.96,AU,2022-09-10 20:03:37,clear sky
435,Payyannur,12.1,75.2,77.18,88,100,11.3,IN,2022-09-10 20:03:37,overcast clouds
436,Barroquinha,-3.0189,-41.1361,81.95,65,10,11.32,BR,2022-09-10 20:03:37,clear sky
437,Bosaso,11.2842,49.1816,89.74,59,100,6.76,SO,2022-09-10 20:03:38,overcast clouds
438,Hutang,31.5333,119.4833,68.23,94,100,4.41,CN,2022-09-10 20:03:38,overcast clouds
439,Sakakah,29.9697,40.2064,93.69,13,1,3.69,SA,2022-09-10 20:01:16,clear sky
440,Biltine,14.5333,20.9167,79.59,58,100,1.34,TD,2022-09-10 20:00:23,overcast clouds
441,Mogadishu,2.0371,45.3438,76.55,86,13,16.2,SO,2022-09-10 20:01:36,few clouds
442,Lefka,35.1106,32.8506,78.93,59,0,5.66,CY,2022-09-10 20:03:39,clear sky
443,Barinitas,8.7622,-70.4111,77.58,78,100,2.55,VE,2022-09-10 20:03:39,overcast clouds
444,Terra Rica,-22.7094,-52.6169,81.9,48,5,10.71,BR,2022-09-10 20:03:39,clear sky
445,Kwinana,-32.25,115.7667,49.17,84,4,4.99,AU,2022-09-10 20:03:40,clear sky
446,Ayan,56.45,138.1667,51.17,79,100,7.54,RU,2022-09-10 20:03:40,overcast clouds
447,Bongor,10.2806,15.3722,71.26,96,98,3.85,TD,2022-09-10 20:03:40,overcast clouds
448,Priargunsk,50.3691,119.1012,55.54,80,100,15.55,RU,2022-09-10 20:03:40,overcast clouds
449,Muisne,0.6,-80.0333,75.15,80,99,10.13,EC,2022-09-10 20:03:41,overcast clouds
450,Onokhoy,51.932,108.0747,37.15,66,100,2.71,RU,2022-09-10 20:03:41,overcast clouds
451,La Grande,45.3246,-118.0877,80.02,24,0,10.22,US,2022-09-10 20:01:26,clear sky
452,Ust-Tsilma,65.441,52.1498,40.73,97,24,3.65,RU,2022-09-10 20:03:42,few clouds
453,Nago,26.5881,127.9761,80.46,84,100,11.34,JP,2022-09-10 19:59:27,overcast clouds
454,Northam,51.0333,-4.2167,58.6,91,99,0.94,GB,2022-09-10 20:03:42,overcast clouds
455,Kharsawan,22.8,85.8333,75.69,97,100,4.83,IN,2022-09-10 20:03:42,light rain
456,Huarmey,-10.0681,-78.1522,67.46,69,1,12.17,PE,2022-09-10 20:03:42,clear sky
457,Palu,-0.8917,119.8707,74.19,97,79,2.57,ID,2022-09-10 20:03:43,broken clouds
458,Hambantota,6.1241,81.1185,78.1,83,99,16.42,LK,2022-09-10 20:03:43,overcast clouds
459,Kawhia,-38.0651,174.8183,53.51,88,84,3.13,NZ,2022-09-10 20:03:43,broken clouds
460,Fare,-16.7,-151.0167,78.64,72,0,20.0,PF,2022-09-10 20:03:44,clear sky
461,Kenai,60.5544,-151.2583,57.29,68,40,13.8,US,2022-09-10 20:03:44,scattered clouds
462,Mabaruma,8.2,-59.7833,79.99,91,41,4.94,GY,2022-09-10 20:03:44,scattered clouds
463,Souillac,-20.5167,57.5167,68.52,74,0,10.96,MU,2022-09-10 20:03:46,clear sky
464,Aklavik,68.2191,-135.0107,44.76,95,100,5.44,CA,2022-09-10 20:03:46,light rain
465,Ilulissat,69.2167,-51.1,50.02,62,100,16.11,GL,2022-09-10 20:03:46,overcast clouds
466,Aksu,41.1231,80.2644,78.24,17,4,6.85,CN,2022-09-10 20:03:47,clear sky
467,Vuktyl,63.8567,57.3094,40.53,96,97,2.39,RU,2022-09-10 20:03:47,overcast clouds
468,Avera,33.194,-82.5271,80.65,73,98,6.91,US,2022-09-10 20:03:47,overcast clouds
469,Muros,42.7762,-9.0603,68.68,90,15,3.8,ES,2022-09-10 20:03:48,few clouds
470,Jingdezhen,29.2947,117.2079,69.64,84,36,3.71,CN,2022-09-10 20:03:48,scattered clouds
471,Boshnyakovo,49.6333,142.1667,56.21,60,1,10.47,RU,2022-09-10 20:03:48,clear sky
472,Acari,-15.4311,-74.6158,70.72,56,36,9.15,PE,2022-09-10 20:03:49,scattered clouds
473,Raahe,64.6833,24.4833,46.49,83,30,12.91,FI,2022-09-10 20:03:49,scattered clouds
474,Basco,20.4487,121.9702,82.51,77,99,21.36,PH,2022-09-10 20:03:49,overcast clouds
475,Ongandjera,-17.8833,15.0667,74.44,12,0,8.95,NA,2022-09-10 20:03:50,clear sky
476,Maceio,-9.6658,-35.7353,72.84,94,100,2.3,BR,2022-09-10 20:03:50,overcast clouds
477,Cordoba,-31.4135,-64.1811,72.75,13,0,7.0,AR,2022-09-10 20:01:08,clear sky
478,Jieshi,22.8134,115.8257,78.24,82,55,5.19,CN,2022-09-10 20:03:50,broken clouds
479,Farafangana,-22.8167,47.8333,67.28,85,0,6.49,MG,2022-09-10 20:03:51,clear sky
480,Novo Aripuana,-5.1206,-60.3797,102.9,20,59,4.94,BR,2022-09-10 20:03:51,broken clouds
481,Guerrero Negro,27.9769,-114.0611,84.67,55,6,5.57,MX,2022-09-10 20:03:51,clear sky
482,Havre-Saint-Pierre,50.2334,-63.5986,62.17,78,0,11.56,CA,2022-09-10 20:03:52,clear sky
483,Naze,28.3667,129.4833,79.29,84,100,7.72,JP,2022-09-10 20:03:52,overcast clouds
484,Kisangani,0.5167,25.2,70.47,99,75,2.19,CD,2022-09-10 20:03:53,moderate rain
485,Veraval,20.9,70.3667,78.21,85,100,7.87,IN,2022-09-10 20:03:53,heavy intensity rain
486,Broome,42.2506,-75.833,83.01,46,0,9.22,US,2022-09-10 20:03:53,clear sky
487,Tessalit,20.1986,1.0114,99.07,12,97,9.93,ML,2022-09-10 20:03:54,overcast clouds
488,Pacsa,46.7198,17.014,60.19,94,0,8.05,HU,2022-09-10 20:03:54,clear sky
489,Raga,8.4596,25.678,71.38,97,94,0.92,SS,2022-09-10 20:03:54,overcast clouds
490,Sur,22.5667,59.5289,86.0,57,100,11.41,OM,2022-09-10 20:03:55,overcast clouds
491,Oranjemund,-28.55,16.4333,56.23,89,23,12.01,NA,2022-09-10 20:03:55,few clouds
492,Disna,55.568,28.1971,46.76,59,100,8.25,BY,2022-09-10 20:03:55,overcast clouds
493,Bridlington,54.0831,-0.1919,63.9,91,0,10.51,GB,2022-09-10 19:59:03,clear sky
494,Khandyga,62.6667,135.6,35.69,94,99,5.5,RU,2022-09-10 20:03:56,overcast clouds
495,Kankon,15.0167,74.0167,76.8,90,100,11.39,IN,2022-09-10 20:03:56,overcast clouds
496,Namibe,-15.1961,12.1522,66.04,91,64,6.53,AO,2022-09-10 20:03:56,broken clouds
497,Yulara,-25.2406,130.9889,53.11,86,35,15.84,AU,2022-09-10 20:03:56,scattered clouds
498,Kontagora,10.3999,5.4695,71.1,99,100,1.3,NG,2022-09-10 20:03:57,heavy intensity rain
499,Rudnyy,52.9594,63.1206,50.23,87,100,15.9,KZ,2022-09-10 20:03:57,moderate rain
500,Uspenka,48.3903,39.1619,51.51,40,91,7.92,UA,2022-09-10 20:03:57,overcast clouds
501,Charleston,32.7766,-79.9309,91.11,72,20,10.36,US,2022-09-10 20:01:57,few clouds
502,Amazar,53.858,120.875,38.93,96,96,4.76,RU,2022-09-10 20:03:58,overcast clouds
503,Mirnyy,62.5353,113.9611,31.19,94,31,4.25,RU,2022-09-10 20:03:58,scattered clouds
504,Sheopur,25.6667,76.7,81.46,73,15,5.32,IN,2022-09-10 20:03:58,few clouds
505,Kingaroy,-26.5333,151.8333,47.1,78,84,4.21,AU,2022-09-10 20:03:59,broken clouds
506,Flin Flon,54.7682,-101.865,65.59,32,97,9.82,CA,2022-09-10 20:03:59,overcast clouds
507,Rawson,-43.3002,-65.1023,63.37,31,0,6.35,AR,2022-09-10 20:01:00,clear sky
508,Linhares,-19.3911,-40.0722,78.21,50,5,12.06,BR,2022-09-10 20:00:33,clear sky
509,La Vega,19.2221,-70.5296,92.25,61,51,11.95,DO,2022-09-10 20:04:00,broken clouds
510,Jalu,29.0331,21.5482,83.86,22,0,5.59,LY,2022-09-10 20:04:00,clear sky
511,Senanga,-16.1167,23.2667,68.67,21,0,6.8,ZM,2022-09-10 20:04:00,clear sky
512,Goundam,16.4145,-3.6708,95.52,32,52,6.49,ML,2022-09-10 20:04:02,broken clouds
513,Banda Aceh,5.5577,95.3222,79.16,80,100,8.99,ID,2022-09-10 20:04:02,overcast clouds
514,Sao Joao Da Barra,-21.6403,-41.0511,78.89,72,5,23.78,BR,2022-09-10 20:04:02,clear sky
515,Hirado,33.3597,129.5531,76.39,88,67,15.39,JP,2022-09-10 20:04:03,broken clouds
516,Usak,38.5,29.4167,71.78,36,0,2.95,TR,2022-09-10 20:04:03,clear sky
517,Guanica,17.9716,-66.908,84.97,89,99,10.71,PR,2022-09-10 20:04:04,overcast clouds
518,Kavaratti,10.5669,72.642,79.88,83,100,22.12,IN,2022-09-10 20:04:04,overcast clouds
519,Chardara,41.2547,67.9692,67.44,39,11,22.91,KZ,2022-09-10 20:04:04,few clouds
520,Le Moule,16.3332,-61.3473,87.84,71,96,11.18,GP,2022-09-10 20:00:03,overcast clouds
521,Nioro,13.35,-15.75,78.49,88,100,5.21,GM,2022-09-10 20:04:05,moderate rain
522,Mut,36.6439,33.4389,78.89,20,0,5.08,TR,2022-09-10 20:04:05,clear sky
523,Jungapeo,19.45,-100.4833,76.8,76,100,7.49,MX,2022-09-10 20:04:05,overcast clouds
524,Cabedelo,-6.9811,-34.8339,77.67,74,43,11.39,BR,2022-09-10 20:04:06,scattered clouds
525,Praia Da Vitoria,38.7333,-27.0667,72.75,94,40,19.17,PT,2022-09-10 20:04:06,scattered clouds
526,Gizo,-8.103,156.8419,81.46,74,19,8.41,SB,2022-09-10 20:04:06,few clouds
527,Guipavas,48.4352,-4.3972,61.07,87,100,3.44,FR,2022-09-10 20:04:07,overcast clouds
528,Hearst,49.6835,-83.6665,67.68,55,90,1.28,CA,2022-09-10 20:04:07,overcast clouds
529,Sinzheim,48.7637,8.1666,63.27,90,75,9.22,DE,2022-09-10 20:04:07,broken clouds
530,Artesia,33.8658,-118.0831,82.92,76,98,3.0,US,2022-09-10 20:00:06,overcast clouds
531,Mahina,-17.5065,-149.489,80.37,65,75,11.5,PF,2022-09-10 20:04:08,broken clouds
532,Lubango,-14.9172,13.4925,61.83,60,5,2.64,AO,2022-09-10 20:04:08,clear sky
533,Sibu,2.3,111.8167,72.46,95,97,1.48,MY,2022-09-10 20:04:08,overcast clouds
534,Barinas,8.6226,-70.2075,85.64,60,99,2.98,VE,2022-09-10 20:04:09,overcast clouds
535,Tutoia,-2.7619,-42.2744,81.03,75,6,11.41,BR,2022-09-10 20:04:09,clear sky
536,Vancouver,49.2497,-123.1193,87.4,34,0,4.74,CA,2022-09-10 20:02:56,clear sky
537,Torquay,50.4638,-3.5143,64.85,82,100,1.99,GB,2022-09-10 20:04:09,overcast clouds
538,Takoradi,4.8845,-1.7554,74.75,87,66,8.77,GH,2022-09-10 20:04:10,broken clouds
539,Baykit,61.67,96.37,44.19,99,100,4.23,RU,2022-09-10 20:04:10,light rain
540,Bamiantong,44.9333,130.5333,57.13,87,100,3.76,CN,2022-09-10 20:04:10,overcast clouds
541,Diffa,13.3154,12.6113,79.2,69,97,5.23,NE,2022-09-10 20:04:11,overcast clouds
542,Ambam,2.3833,11.2833,67.17,99,73,2.82,CM,2022-09-10 20:04:11,broken clouds
543,Omboue,-1.5746,9.2618,75.47,88,93,8.86,GA,2022-09-10 20:04:11,overcast clouds
544,Palpa,-14.5336,-75.1856,81.1,30,0,9.93,PE,2022-09-10 20:04:12,clear sky
545,Hualmay,-11.0964,-77.6139,65.91,70,9,11.41,PE,2022-09-10 20:04:12,clear sky
546,Boende,-0.2167,20.8667,74.3,85,71,2.19,CD,2022-09-10 20:04:13,broken clouds
547,Ambilobe,-13.2,49.05,68.59,74,16,4.09,MG,2022-09-10 20:04:13,few clouds
548,Slantsy,59.1182,28.0914,45.19,75,93,4.09,RU,2022-09-10 20:04:13,overcast clouds
549,Christchurch,-43.5333,172.6333,50.92,89,40,6.91,NZ,2022-09-10 20:04:14,scattered clouds
550,Caravelas,-17.7125,-39.2481,73.81,66,3,8.72,BR,2022-09-10 20:04:14,clear sky
551,Patancheru,17.5314,78.265,74.26,92,100,11.36,IN,2022-09-10 20:04:15,heavy intensity rain
552,Mesagne,40.5588,17.8083,79.45,83,20,3.44,IT,2022-09-10 20:04:15,few clouds
553,Harper,4.375,-7.7169,75.76,85,25,9.24,LR,2022-09-10 20:04:16,scattered clouds
554,Ovar,40.8586,-8.6251,70.2,79,0,3.74,PT,2022-09-10 20:04:17,clear sky
555,Thinadhoo,0.5333,72.9333,81.61,73,95,13.2,MV,2022-09-10 20:04:17,overcast clouds
556,Crixas,-14.5489,-49.9692,98.65,12,6,7.43,BR,2022-09-10 20:04:18,clear sky
557,Caucaia,-3.7361,-38.6531,79.03,76,0,11.14,BR,2022-09-10 20:00:39,clear sky
558,Usinsk,65.9939,57.5281,41.61,88,99,7.61,RU,2022-09-10 20:04:20,overcast clouds
559,Mehamn,71.0357,27.8492,46.35,87,75,12.66,NO,2022-09-10 20:04:20,light intensity drizzle
560,Yumen,40.2833,97.2,66.31,14,0,1.5,CN,2022-09-10 20:04:20,clear sky
561,Bilma,18.6853,12.9164,93.15,14,9,4.61,NE,2022-09-10 20:04:21,clear sky
562,Bonfim,3.0833,-59.95,90.28,51,100,1.68,BR,2022-09-10 20:04:21,overcast clouds
563,College,64.8569,-147.8028,50.32,90,100,14.97,US,2022-09-10 20:04:21,overcast clouds
564,Jaciara,-15.9653,-54.9683,99.55,14,1,5.32,BR,2022-09-10 20:04:22,clear sky
565,Wanparti,16.3667,78.0667,73.98,93,100,11.54,IN,2022-09-10 20:04:22,overcast clouds
566,Kikwit,-5.041,18.8162,76.39,72,33,2.15,CD,2022-09-10 20:04:22,light rain
567,Denizli,37.8402,29.0698,77.95,32,0,2.55,TR,2022-09-10 20:04:23,clear sky
568,Qitaihe,45.8,130.85,56.39,88,100,3.15,CN,2022-09-10 20:04:23,overcast clouds
569,Gurjaani,41.7429,45.8011,63.45,76,100,3.0,GE,2022-09-10 20:04:24,overcast clouds
570,Umm Lajj,25.0213,37.2685,87.76,58,10,7.18,SA,2022-09-10 20:03:05,clear sky
571,Katobu,-4.9408,122.5276,72.75,93,99,2.95,ID,2022-09-10 20:04:24,overcast clouds
572,Great Yarmouth,52.6083,1.7305,62.02,83,0,8.43,GB,2022-09-10 20:04:25,clear sky
573,Gat,31.61,34.7642,79.48,100,0,3.69,IL,2022-09-10 20:04:25,clear sky
574,Mikhaylovka,50.06,43.2379,46.71,55,1,7.56,RU,2022-09-10 20:04:25,clear sky
575,Shimoda,34.6667,138.95,70.11,74,6,16.22,JP,2022-09-10 20:04:26,clear sky
576,Angoche,-16.2325,39.9086,73.45,79,0,6.51,MZ,2022-09-10 20:04:26,clear sky
577,Vestmannaeyjar,63.4427,-20.2734,53.53,91,100,6.04,IS,2022-09-10 20:04:26,light rain
578,Amahai,-3.3333,128.9167,76.42,86,100,3.42,ID,2022-09-10 20:04:27,overcast clouds
579,Champasak,14.75,106.0,71.96,99,76,1.19,LA,2022-09-10 20:04:27,light rain
580,Oussouye,12.485,-16.5469,79.97,84,79,5.95,SN,2022-09-10 20:04:27,broken clouds
581,Cap-Aux-Meules,47.3821,-61.8597,64.85,70,0,18.34,CA,2022-09-10 20:02:02,clear sky
582,Okmulgee,35.6234,-95.9605,91.83,35,75,3.44,US,2022-09-10 20:04:28,broken clouds
583,Diego De Almagro,-26.3667,-70.05,70.63,21,66,10.58,CL,2022-09-10 20:04:28,broken clouds
584,Atyrau,47.1167,51.8833,46.42,71,0,8.95,KZ,2022-09-10 20:04:28,clear sky
585,Flagstaff,35.1981,-111.6513,76.66,73,100,3.44,US,2022-09-10 20:04:29,light rain
586,Coahuayana,18.7333,-103.6833,88.39,66,100,7.36,MX,2022-09-10 20:04:29,overcast clouds
587,Hirara,24.8,125.2833,82.02,85,100,18.68,JP,2022-09-10 20:04:29,overcast clouds
588,Beauceville,46.2179,-70.7787,77.5,49,5,7.74,CA,2022-09-10 20:04:30,clear sky
589,Mayumba,-3.432,10.6554,74.28,88,100,8.25,GA,2022-09-10 20:04:30,overcast clouds
590,Vestmanna,62.1564,-7.1664,49.12,93,75,13.8,FO,2022-09-10 20:04:31,broken clouds
591,Sisimiut,66.9395,-53.6735,48.81,70,100,18.14,GL,2022-09-10 20:04:31,light rain
592,Ambulu,-8.345,113.6058,73.67,93,100,2.37,ID,2022-09-10 20:04:31,overcast clouds
593,Scottsbluff,41.8666,-103.6672,61.03,60,75,9.22,US,2022-09-10 20:02:02,broken clouds
594,Kungurtug,50.5994,97.5228,41.92,93,42,2.06,RU,2022-09-10 20:04:32,scattered clouds
595,Berdigestyakh,62.0989,126.6992,34.27,99,48,5.44,RU,2022-09-10 20:04:32,scattered clouds
